id,원본 파일명,최종 업데이트 날짜,제 O장,제 O조,content,단락 수,콘텐츠 타입
a1fe23fa-33a5-4279-a859-0b8684e1d81c,간접광고 판매대행 약관(외주제작사)(2016년도 9월 제정).pdf,2016-09,제2장 간접광고 판매,제11조(계약성립),"①제작사가 제10조에 따라 코바넷(KOBANET)시스템으로 간접광고 이행의뢰서를 송 부받고 수락의 의사표시를 한 경우에, 이 약관 및 간접광고 이행의뢰서의 내용에 따라 제작사, 공사 및 청약자간 간접광고 판매계약(이하 ”간접광고 판매계약“이라 합니다)이 성립합니다.
②제작사가 간접광고 이행의뢰서를 송부받은 날로부터 7일 이내에 아무런 의사표시를 하지 않는 경우 에 이를 수락한 것으로 보며, 그 때에 간접광고 판매계약이 성립합니다.
③제작사가 청약자의 간접광고 이행의뢰서 내용대로 간접광고를 이행하기 곤란하다고 판단하여 공사 에 유선 또는 문서로 이의를 제기한 경우에, 간접광고 판매계약은 성립되지 않습니다.",1,regulation
2859bf27-e1fc-4a91-b7be-8c56fe45868d,간접광고 판매대행 약관(외주제작사)(2016년도 9월 제정).pdf,2016-09,제2장 간접광고 판매,제12조(간접광고의 운행),"①제작사는 방송사와 협의 하에 청약자의 간접광고 의뢰내용이 방송에 적합한 지 여부를 심의하여 방송프로그램 제작에 반영합니다.
②간접광고 판매계약이 성립된 경우에, 공사는 제작사가 사전 고지한 방송편성일정에 따라 광고방송 개시 전에 간접광고의 운행의뢰에 관한 정보를 코바넷(KOBANET)시스템을 통하여 제작사 또는 제작 사가 지정한 방송사에게 송부하고, 간접광고 판매신탁에 관한 정보는 제작사에만 송부합니다. 다만, 방송프로그램의 변경 등으로 코바넷(KOBANET)시스템을 활용하기 어려운 경우, 공사는 전화, 팩스, 전자메일 등을 통하여 제작사와 협의하여 운행의뢰를 할 수 있습니다. 이 경우 공사는 간접광고의 운 행의뢰를 한 후 1주일 이내에 제작사 또는 제작사가 지정한 방송사에게 코바넷(KOBANET)시스템으 로 송부합니다.
③제작사는 제11조에 따라 성립된 간접광고 판매계약 내용대로 간접광고를 반영해 방송프로그램을 제 작하고 방송되도록 해야 합니다.
④공사 또는 제작사의 착오로 청약하지 않은 간접광고가 방송된 경우에는 광고요금을 청구하지 아니 합니다.",1,regulation
ed1e1fa3-cc02-4b1c-9919-7da556660779,간접광고 판매대행 약관(외주제작사)(2016년도 9월 제정).pdf,2016-09,제2장 간접광고 판매,제13조(불완전 방송 또는 불능 등),"①제작사의 귀책사유로 인하여 간접광고의 일부 또는 전부의 방송이 지체되거나 불완전 또는 불능으로 된 경우에는 해당 방송분의 광고요금은 전부 또는 일부를 청구할 수 없습니다.
②불가항력에 의하여 간접광고의 일부 또는 전부의 방송이 지체되거나 불완전 또는 불능으로 되었을 경우에는 불가항력의 성질, 제작사의 간접광고 제작 및 청약자와의 협의상황 등을 고려하여 공사와 제작사가 별도로 합의하여 처리합니다.",1,regulation
f67f0578-69c8-452f-b635-c9b8858c6103,간접광고 판매대행 약관(외주제작사)(2016년도 9월 제정).pdf,2016-09,제2장 간접광고 판매,제14조(판매현황 송부),공사는 당해 월간 간접광고 판매현황을 익월 10일까지 제작사에게 송부합니다. - 4 -,1,regulation
f371c424-f22a-4e7a-a55b-442929316b24,간접광고 판매대행 약관(외주제작사)(2016년도 9월 제정).pdf,2016-09,제3장  광고요금 지급 등,제15조(광고요금의 지급 등),"①공사는 광고요금을 3개월 이내에 현금화될 수 있는 은행도 어음 또는 공사와 약정한 카드결제로 당해 월 말일을 기준으로 하여 익월 25일까지 제작사에 지급합니다. 단, 공사가 부득이한 사정으로 지급기일 내에 광고요금을 지급하지 못하는 경우에는 제작사와 사전 협의 하여 지급일을 조정할 수 있습니다.
②제1항의 광고요금이라 함은 공사가 당해 월 판매한 총 광고요금(부가가치세를 포함합니다)을 말합 니다.",1,regulation
3e747c08-1323-439b-a09c-339f34f6b851,간접광고 판매대행 약관(외주제작사)(2016년도 9월 제정).pdf,2016-09,제3장  광고요금 지급 등,제16조(수탁수수료),"제작사는 방송법 시행령 제59조의4 및 방송통신위원회가 정한 고시에 의거, 공사 와 협의하여 정한 수탁수수료를 공사에 지급합니다.",1,regulation
dea7f593-4d3d-4f84-a81b-048e94ffadf1,간접광고 판매대행 약관(외주제작사)(2016년도 9월 제정).pdf,2016-09,제4장 기타사항,제17조(계약의 체결),"①이 약관에서 협의하거나 합의하여 결정한다고 규정한 것과 기타 약관의 이행에 필요한 사항은 공사와 제작사간 “간접광고판매대행 기본계약서”에 따릅니다.
②제1항에 계약을 체결하고자 하는 제작사는 다음에 기재된 서류를 공사에 제출하여야 하며, 제출한 서류의 기재 내용이 변경된 경우에는 지체 없이 공사에 변경된 서류를 제출하여야 합니다. 1. 사업자등록증 2. 법인인감증명서 3. 한국드라마제작사협회 회원증, 방송영상독립제작사 신고증(문화체육관광부), 문화산업전문회사 등록증(콘텐츠진흥원) 중 택1 사본",1,regulation
eb47cd73-dce2-4e47-8285-437645685374,간접광고 판매대행 약관(외주제작사)(2016년도 9월 제정).pdf,2016-09,제4장 기타사항,제18조(상호협력),"①공사는 제작사에게 방송프로그램의 내용 및 간접광고의 진행상황 등을 확인할 수 있는 관련 자료를 요구할 수 있으며 제작사는 이에 적극 협조하여야 합니다.
②공사는 간접광고 판매대행업무의 진행사항을 적시에 제작사에게 통보하며, 제작사가 별도로 요청하 는 경우에도 이에 적극 협조하여야 합니다.
③공사와 제작사는 간접광고 판매대행업무를 원활하게 수행하기 위하여 상호 협의 및 연락할 업무담 당자를 선정하며, 업무담당자를 선정하거나 변경한 경우에 상대방에게 이를 통지하여야 합니다.",1,regulation
e8cb44e7-9e70-46e8-b67a-75b9abbaecb4,간접광고 판매대행 약관(외주제작사)(2016년도 9월 제정).pdf,2016-09,제4장 기타사항,제19조(권리귀속 등),"①공사와 제작사가 간접광고와 관련한 업무를 수행하는 과정에서 개발하거나 획득 한 판매의뢰서, 간접광고물, 기술, 설계 등의 모든 권리의 귀속은 관계법령에서 정하는 바에 따릅니다.
②공사와 제작사는 제작사가 공사에게 제공한 판매의뢰서, 이행의뢰서 수정안과 간접광고물 등으로부 터 발생한 법적 문제나 저작권 등과 관련한 법적 책임을 관계법령이 정하는 바에 따라 부담합니다.",1,regulation
3665ffd7-dc94-4281-806b-a176cdb0d2b5,간접광고 판매대행 약관(외주제작사)(2016년도 9월 제정).pdf,2016-09,제4장 기타사항,제20조(처분금지),"공사와 제작사는 관계법령에 의한 경우를 제외하고 상대방의 사전서면 동의 없이 이 약관상의 권리의무의 전부 또는 일부를 양도, 담보제공 기타 일체의 처분행위를 하지 못합니다.",1,regulation
abe90c0c-34e5-4122-af2f-85e744fe15a1,간접광고 판매대행 약관(외주제작사)(2016년도 9월 제정).pdf,2016-09,제4장 기타사항,제21조(비밀유지),"①공사와 제작사는 이 약관의 이행과정에서 상대방으로부터 제공받은 자료 또는 알게 된 상대방의 정보(양자를 통칭하여 이하 “비밀정보”라 합니다)를 상대방의 사전 서면동의 없이 이 약 관상 업무를 수행함에 있어 필요한 청약자와 간접광고 제작 및 모니터링과 관련된 자(삼자를 통칭하 - 5 - 여 이하 “간접광고 관련자”라 한다) 이외의 제3자에게 공개할 수 없습니다. 단, 법령에서 강제되는 경 우에는 그러하지 않습니다.
②공사나 제작사가 간접광고 관련자에게 비밀정보를 제공할 때에는 필요하고도 충분한 비밀유지의무 를 간접광고 관련자에게 부과하여야 합니다.
③공사나 제작사는 비밀정보를 이 약관상 업무수행 목적으로만 사용해야 하며, 상대방으로부터 제공한 비밀정보의 반환 또는 폐기청구를 받은 경우에는 정당한 사유가 없는 한 즉시 이에 응하여야 합니다.",1,regulation
e88b2cad-a74a-448b-b9ec-61477711df69,간접광고 판매대행 약관(외주제작사)(2016년도 9월 제정).pdf,2016-09,제4장 기타사항,제22조(손해배상 등),"①공사 또는 제작사는 이 약관상의 의무를 위반하여 상대방에게 발생한 손해를 모 두 배상하여야 합니다.
②이 약관의 이행과 관련하여 귀책사유가 없는 당사자가 제3자로부터 이의제기 또는 손해배상청구 등 을 당한 경우에는 귀책사유가 있는 당사자가 이를 책임지고 해결하여야 하며, 귀책사유가 없는 당사 자에게 아무런 피해가 없도록 합니다.",1,regulation
6e79709a-4aab-418d-b1be-48313dfc81dd,간접광고 판매대행 약관(외주제작사)(2016년도 9월 제정).pdf,2016-09,제4장 기타사항,제23조(약관의 이행 등),"①공사와 제작사는 이 약관의 의무를 이행함에 있어 방송법 및 동법 시행령을 준수하며, 공사는 수임인으로서 선량한 관리자의 주의의무를 가지고 이 약관상의 의무를 이행합니다.
②이 약관의 어느 조항이 무효 또는 집행불능 되더라도 나머지 조항은 여전히 유효하고 집행가능합니다.
③이 약관에서 정하지 아니한 사항이 방송법 및 동법 시행령이나 고시 등 관계법령에 규정되어 있는 경우에는 그에 따르고, 관계법령에 규정되어 있지 않는 경우에는 공사와 제작사가 상호신뢰를 바탕으 로 원만히 합의하여 해결하되, 합의가 성립되지 아니한 사항은 일반 상관습이나 상법에 따릅니다.",1,regulation
4afd5971-ed46-4170-98ee-e588a0ce37d4,간접광고 판매대행 약관(외주제작사)(2016년도 9월 제정).pdf,2016-09,제4장 기타사항,제24조(분쟁해결),"이 약관의 해석, 적용 또는 이행과 관련하여 분쟁이 발생한 경우 상호 협의를 통해 해결하는 것을 원칙으로 하되, 공사와 제작사간 협의에 의하여 해결되지 아니할 경우에는 서울중앙지 방법원을 관할법원으로 합니다. 부 칙 이 약관은 2016년  9월 1일부터 시행한다.",1,regulation
27be29dc-d340-4c4b-8c22-907e4a729877,감사규정(2025년도 6월 개정).pdf,2025-06,제1 장,제1조(목적),이규정은「공공감사에관한법률」및「공기업․준정부기 관감사기준」에따라한국방송광고진흥공사(이하“공사”라한다)의 감사업무수행에필요한사항을규정함을목적으로한다. <개정 2017.3.15.>,1,regulation
83e65974-53cc-4306-9d76-95a53d320e6d,감사규정(2025년도 6월 개정).pdf,2025-06,제1 장,제2조(적용범위),감사업무의처리는관계법령및공사정관이따로정 한사항이외는이규정이정하는바에의한다.,1,regulation
8d238512-70b7-4744-9c5d-4e6cd3c23c07,감사규정(2025년도 6월 개정).pdf,2025-06,제1 장,제3조(감사대상),"감사는공사의업무전반에대하여감사하며, 공사가 출자또는출연한회사등에대해서는수감에관한약정체결이있 거나다른법령및사규에서감사대상으로정한경우에감사할수 있다. - 2 - [전문개정2017.3.15]",1,regulation
27c7d532-b488-4984-9c75-877033c41366,감사규정(2025년도 6월 개정).pdf,2025-06,제1 장,제4조(직무),"이규정에서감사의직무라함은다음각호에해당하는 업무를말한다. <개정2017.3.15> 1. 회계및업무전반에관한감사 2. 관계법령, 정관및기타규정에서정하는사항에관한감사 3. 외부감사수감의총괄및사후관리 4. 기타감독기관의장이지시하거나사장또는비상임이사2인이 상의연서에의하여비상임이사가별도로요청하는업무의감사 5. 각종사고와근무기강, 민원, 진정및비위등에대한조사와처 리 [제목개정2017.3.15]",1,regulation
7a004ab1-d602-409f-834a-8656a20735f6,감사규정(2025년도 6월 개정).pdf,2025-06,제1 장,제5조(자체감사의종류및정의),"①자체감사의종류는다음각호와 같다. <개정2017.3.15> 1. 종합감사: 자체감사대상부서의주기능․주업무및조직․인 사․예산등업무전반의적법성․타당성등을점검하기위한감 사 2. 특정감사: 특정한업무․사업․예산집행및취약업무분야에대 하여문제점을파악하여원인과책임소재를규명하고개선대책을 마련하기위한감사 3. 재무감사: 예산집행실태및회계처리의적정성등에대한검토 와확인을위한감사 - 3 - 4. 성과감사: 특정한정책․사업․조직․기능등에대한경제성․ 능률성․효과성의분석과평가를위한감사 5. 복무감사: 임직원의복무규정위반, 비위(非違)사실, 근무실태점 검등을목적으로실시하는감사 6. 일상감사: 주요업무및예산집행등에관한서류에대하여최 종결재권자의결재에앞서, 내용의적법성및타당성을검토하는 감사로서, 일상감사에관한세부사항은일상감사업무지침에정하 는바에따른다. 7. 컨설팅감사: 절차위반이나예산낭비등논란의소지가예상되는 사안을집행하기전에감사대상부서의신청에따라적법성및타 당성을진단하고조언하는감사로서, 컨설팅감사수행에관한세 부사항은감사가별도로정한다.
②제1항제2호에따른특정감사는다음각호의사안에대하여실 시한다. <신설2017.3.15> 1. 문제발생이예상되거나인지되어개선대책등이필요한특정업무 2. 사장또는이사회가요구하는사안 3. 비상임이사2인이상의연서로기관의운영과관련하여요청하는 사안 4. 진정(진정인의신원이불확실한사안은제외)․정보․보도등에 의하여문제가인지된사안 5. 정부또는외부기관으로부터넘겨받거나직원비위행위와관련하 - 4 - 여통보받은사안 6. 그밖에감사가필요하다고인정하는사안에대한감사
③제2항제4호부터제6호까지의사안이경미하거나기타필요하다 고인정되는경우에는해당관련부서또는사장으로하여금조사하 게하고그결과에따라처리할수있다. <신설2017.3.15>
④제2항제3호에따른특정감사의경우감사요청에응하기어려운 특별한사정이있는경우에는감사는그사유를해당비상임이사에 게 소명하고 그 사실을 이사회에 보고하여야 한다. <신설 2017.3.15>",1,regulation
2274f3fc-0a38-4b4c-97d0-7d3461502b1d,감사규정(2025년도 6월 개정).pdf,2025-06,제1 장,제6조(감사방법),감사는서면감사또는실지감사에의하여실시한다.,1,regulation
ec268421-ecc9-4200-99b3-8fd9a25cb18a,감사규정(2025년도 6월 개정).pdf,2025-06,제1 장,제6조의2,삭제<2013.10.28>,1,regulation
a3017a88-f76b-4aef-adc1-79c74ec7829e,감사규정(2025년도 6월 개정).pdf,2025-06,제2 장,제7조(감사의독립원칙),감사는공사의의결기관및집행기관과타부 서로부터독립된원칙에서공정하게그직무를수행하여야한다.,1,regulation
3a51e954-1951-482b-b973-58c146cad1ac,감사규정(2025년도 6월 개정).pdf,2025-06,제2 장,제8조(감사의업무자세),"①감사는공사운영의감시자로서의임무를 인식하고높은도덕성을바탕으로공정하고성실하게직무를수행 하여야한다.
②감사는직무수행에있어관행에안주하지말고과거의잘못된관 행은이를시정하며복무에있어서는모범이되도록노력한다. - 5 -
③감사는감사업무를효율적으로수행하여감사대상부서의업무 부담을최소화하도록노력하여야한다.",1,regulation
d5bb31d9-ebbd-460f-8a55-3379c5b76e79,감사규정(2025년도 6월 개정).pdf,2025-06,제2 장,제9조(이사회출석),감사는이사회에출석하여의견을진술할수있 다.,1,regulation
bde049a9-6ee2-4ec8-99a3-38960a7ba946,감사규정(2025년도 6월 개정).pdf,2025-06,제2 장,제10조(기관대표),공사와사장간소송등공사의이익과사장의이익 이상반되는사항에대하여는「공공기관운영에관한법률」제32조 제2항에따라감사가공사를대표한다.,1,regulation
3888a3f2-9f16-4fb7-95fb-a397fe1a410f,감사규정(2025년도 6월 개정).pdf,2025-06,제2 장,제11조(감사의의무와책임),"①감사는그직무를수행함에있어선량 한관리자로서요구되는주의를다하고관계법령및기준을성실히 준수하여야한다.
②감사는직무상취득한기밀을정당한이유없이누설하거나유용 하여서는아니된다.
③감사는고의또는중대한과실로인하여그임무를해태한때에 는공사또는제3자에대하여연대하여손해를배상할책임이있다.",1,regulation
3c4e8f0b-80da-4223-ade0-3896046e8c32,감사규정(2025년도 6월 개정).pdf,2025-06,제2 장,제12조(감사의직무대행및업무위임등),"①감사가휴가, 출장, 기타의 사유로제4조에서정한직무를수행할수없는경우에는그직무를 감사부서의장이대행할수있다. <개정2017.3.15>
②감사는효율적으로감사업무를처리하기위하여그직무의일부 를사무권한위임에관한규정에따라감사부서의장등에게위임 하여처리하게할수있다. <신설2017.3.15> [제목개정2017.3.15] - 6 -",1,regulation
189ae501-c643-4626-b6d2-f52fc409e148,감사규정(2025년도 6월 개정).pdf,2025-06,제2 장,제13조(교육계획수립등),"①감사는감사및감사부서직원(이하“감 사인”이라한다)의자질과감사기술의향상을위한교육계획을수 립․시행하여야한다. <개정2017.3.15>
②감사는교육계획수립시감사원권고사항에맞게감사인1인당 교육시간을명시하여이수토록해야한다. <신설2013.10.28.> <개 정2017.3.15>
③감사는교육계획수립시신규감사인의경우전입3개월이내에 감사전문교육을이수하도록해야한다. <신설2013.10.28>
④감사는직무수행에있어관계법규를숙지하고감사업무수행에 필요한지식의습득및이론의연구와감사기술의향상에노력하여 야한다.",1,regulation
72e3a03c-d797-4c32-9cd0-bee11c5c66ba,감사규정(2025년도 6월 개정).pdf,2025-06,제3 장,제14조(감사부서),"①감사업무의효율적이고원활한수행을위하여감 사소속하에감사부서를둔다. <개정2017.3.15>
②사장은감사부서가감사업무를효과적으로수행할수있도록적 정규모의조직및인원, 예산등을지원하여야하며, 감사는사장에 게필요한추가지원을요구할수있다. <개정2017.3.15>
③감사부서는예산편성시감사실무책임자와예산담당부서장이참 여하는감사예산협의회를구성·운영할수있고, 예산담당부서는감 - 7 - 사부서에서제출한감사활동에관한예산을임의로조정할수없으 며조정을할때에는그사유를밝히고감사부서와협의하여야한 다. <신설2017.3.15.><개정2025.6.13.>
④감사원또는관련외부기관의요청이있을경우에는감사인을파 견하거나합동감사를실시할수있다. <신설2017.3.15> [제목개정2017.3.15]",1,regulation
86dd36a9-95fe-4db2-a9a1-552df3628829,감사규정(2025년도 6월 개정).pdf,2025-06,제3 장,제15조(감사인의자격),"①감사인은다음각호의개별요건을갖춘자 로서보한다. <개정2017.3.15> 1. 공인회계사․변호사․국제공인내부감사사등관련자격증소지자 2. 예산․회계관련전문지식을가진자 3. 감사에필요한지식과경험이있다고인정되는자
②다음각호에해당하는자는감사인으로보하여서는아니된다. <개정2017.3.15> 1. 징계처분을받은날로부터3년을경과하지아니한자 2. 근무성적이불량한자 3. 수습또는조건부임용중인자 4. 기타감사가부적격자로인정하는자 [제목개정2017.3.15]",1,regulation
6992b865-d031-44f1-b324-0055809f7ee2,감사규정(2025년도 6월 개정).pdf,2025-06,제3 장,제16조(감사인의보직및전보),"①감사인의보직및전보는감사의요 구에의하여사장이행한다. 다만, 감사의요구에따를수없는불 가피한 경우에는 그 사유를 서면으로 설명하여야 한다. <개정 - 8 - 2017.3.15.>
②감사는전문감사인력확보에활용할수있도록제15조제1항의 요건을 갖춘 직원을 예비감사인력으로 관리할 수 있다. <신설 2018.3.16>
③제3항에따라예비감사인력으로관리되는직원에대하여는필요 한경우감사는감사부서로전보조치할수있도록사장에게요구 할수있으며, 자체감사업무수행시감사인력으로참여시킬수있 다. <신설2018.3.16>",1,regulation
a4e47dc2-3476-4773-851b-c1410155707c,감사규정(2025년도 6월 개정).pdf,2025-06,제3 장,제17조(감사인의신분보장),"①감사인은법령및사규위반, 그직무를 성실히수행하지아니한경우또는감사의요구가있는경우를제 외하고는인사또는신분상의불이익한처분을받지아니한다. <개 정2017.3.15>
②감사인의신분상처벌을행하고자할때에는감사의의견을참작 하여야한다. <개정2017.3.15> [제목개정2017.3.15]",1,regulation
cfb0bbfd-e42b-449e-b159-7606e14a621d,감사규정(2025년도 6월 개정).pdf,2025-06,제3 장,제18조(감사인의비위행위시가중된불이익처분),"제17조의규정에도 불구하고, 감사인이금품․향응수수, 공금횡령혹은인사규정제45 조제1항의징계대상에해당하는행위를저지른때에는감사의요 구에따라타부서로의즉시전보조치, 징계종류결정시타부서직 원보다한단계높은수준의징계조치, 직원평정시불이익부여등 의처분을받는다. <개정2017.3.15> - 9 - [제목개정2017.3.15]",1,regulation
